GENE	CHR	START	END	GENEID
BEND5	1	49193195	49242641	ENSG00000162373
COA7	1	53152508	53164038	ENSG00000162377
ZYG11B	1	53192126	53293014	ENSG00000162378
SLC1A7	1	53552855	53608289	ENSG00000162383
C1orf123	1	53679771	53686289	ENSG00000162384
MAGOH	1	53692564	53704282	ENSG00000162385
ACOT11	1	55007930	55104865	ENSG00000162390
FAM151A	1	55074855	55089229	ENSG00000162391
PARS2	1	55222571	55230187	ENSG00000162396
C1orf177	1	55271736	55307925	ENSG00000162398
BSND	1	55464606	55476556	ENSG00000162399
USP24	1	55532032	55680786	ENSG00000162402
PPAP2B	1	56960419	57110974	ENSG00000162407
NOL9	1	6581407	6614595	ENSG00000162408
KLHL21	1	6650784	6674667	ENSG00000162413
ZSWIM5	1	45482071	45771881	ENSG00000162415
GMEB1	1	28995244	29045865	ENSG00000162419
SLC45A1	1	8377886	8404227	ENSG00000162426
SEPN1	1	26126667	26144713	ENSG00000162430
AK4	1	65613232	65697828	ENSG00000162433
JAK1	1	65298912	65432187	ENSG00000162434
RAVER2	1	65210778	65298915	ENSG00000162437
CTRC	1	15764935	15775737	ENSG00000162438
LZIC	1	9982173	10003465	ENSG00000162441
RBP7	1	10057264	10076078	ENSG00000162444
FBLIM1	1	16083102	16113089	ENSG00000162458
SLC25A34	1	16062900	16067891	ENSG00000162461
AKR7A3	1	19609052	19615744	ENSG00000162482
DRAXIN	1	11751786	11785914	ENSG00000162490
PDPN	1	13909960	13944452	ENSG00000162493
DHRS3	1	12627939	12677737	ENSG00000162496
MATN1	1	31184124	31196434	ENSG00000162510
LAPTM5	1	31205316	31230667	ENSG00000162511
SDC3	1	31342314	31381608	ENSG00000162512
PEF1	1	32095463	32110497	ENSG00000162517
SYNC	1	33145507	33169197	ENSG00000162520
RBBP4	1	33116743	33151812	ENSG00000162521
KIAA1522	1	33207486	33240571	ENSG00000162522
TSSK3	1	32817122	32829913	ENSG00000162526
TMCO4	1	20008706	20126438	ENSG00000162542
UBXN10	1	20512578	20522541	ENSG00000162543
CAMK2N1	1	20808884	20812713	ENSG00000162545
ALPL	1	21835858	21904905	ENSG00000162551
WNT4	1	22443798	22470462	ENSG00000162552
TTLL10	1	1109264	1133315	ENSG00000162571
SCNN1D	1	1215816	1227409	ENSG00000162572
MXRA8	1	1288069	1297157	ENSG00000162576
C1orf86	1	2115903	2144159	ENSG00000162585
MEGF6	1	3406484	3528059	ENSG00000162591
IL23R	1	67632083	67725662	ENSG00000162594
DIRAS3	1	68511645	68517314	ENSG00000162595
C1orf87	1	60452941	60539442	ENSG00000162598
NFIA	1	61330931	61928465	ENSG00000162599
OMA1	1	58881056	59012474	ENSG00000162600
MYSM1	1	59120411	59165764	ENSG00000162601
TM2D1	1	62146718	62191095	ENSG00000162604
USP1	1	62901968	62917475	ENSG00000162607
FUBP1	1	78409740	78444794	ENSG00000162613
NEXN	1	78354198	78409580	ENSG00000162614
DNAJB4	1	78444859	78483648	ENSG00000162616
ELTD1	1	79355449	79472403	ENSG00000162618
LRRIQ3	1	74491699	74663871	ENSG00000162620
TYW3	1	75198836	75232362	ENSG00000162623
SNX7	1	99127236	99226056	ENSG00000162627
B3GALT2	1	193148175	193155784	ENSG00000162630
NTNG1	1	107682629	108026080	ENSG00000162631
FAM102B	1	109102711	109187522	ENSG00000162636
HENMT1	1	109190912	109204148	ENSG00000162639
C1orf52	1	85715639	85725355	ENSG00000162642
WDR63	1	85464830	85598821	ENSG00000162643
GBP2	1	89571815	89616139	ENSG00000162645
ATXN7L2	1	110026101	110035426	ENSG00000162650
GBP4	1	89646831	89664615	ENSG00000162654
ZNF326	1	90460671	90501090	ENSG00000162664
GFI1	1	92940319	92952433	ENSG00000162676
AGL	1	100315640	100389579	ENSG00000162688
VCAM1	1	101185298	101204601	ENSG00000162692
EXTL2	1	101337943	101361554	ENSG00000162694
SLC30A7	1	101361632	101447309	ENSG00000162695
ZNF281	1	200374068	200379184	ENSG00000162702
ARPC5	1	183592401	183604892	ENSG00000162704
CADM3	1	159141399	159173103	ENSG00000162706
NLRP3	1	247579458	247612410	ENSG00000162711
ZNF496	1	247460714	247495148	ENSG00000162714
TRIM58	1	248020501	248041507	ENSG00000162722
SLAMF9	1	159921282	159924044	ENSG00000162723
IGSF8	1	160061130	160068733	ENSG00000162729
DDR2	1	162601163	162757190	ENSG00000162733
PEA15	1	160175127	160185166	ENSG00000162734
PEX19	1	160246602	160256138	ENSG00000162735
NCSTN	1	160313062	160328742	ENSG00000162736
VANGL2	1	160370376	160398468	ENSG00000162738
SLAMF6	1	160454820	160493052	ENSG00000162739
OLFML2B	1	161952982	161993644	ENSG00000162745
FCRLB	1	161691353	161697933	ENSG00000162746
FCGR3B	1	161592986	161601753	ENSG00000162747
KLHDC9	1	161068151	161070136	ENSG00000162755
C1orf74	1	209955661	209957904	ENSG00000162757
FLVCR1	1	213031597	213072705	ENSG00000162769
ATF3	1	212738676	212794119	ENSG00000162772
RBM15	1	110881128	110889299	ENSG00000162775
DENND2D	1	111729796	111747157	ENSG00000162777
IER5	1	181057638	181059977	ENSG00000162783
SNED1	2	241938255	242034983	ENSG00000162804
BPNT1	1	220230824	220263804	ENSG00000162813
C1orf115	1	220863187	220872499	ENSG00000162817
BROX	1	222885895	222908538	ENSG00000162819
NBPF8	1	144146808	144224481	ENSG00000162825
ACP6	1	147101453	147142618	ENSG00000162836
KIF26B	1	245318287	245872733	ENSG00000162849
TFB2M	1	246703862	246729626	ENSG00000162851
CNST	1	246729746	246831886	ENSG00000162852
PPP1R21	2	48667737	48742525	ENSG00000162869
KLHDC8A	1	205305220	205326218	ENSG00000162873
PM20D1	1	205797150	205819260	ENSG00000162877
PKDCC	2	42275160	42285668	ENSG00000162878
OXER1	2	42989642	42991401	ENSG00000162881
HAAO	2	42994229	43019733	ENSG00000162882
B3GALNT2	1	235613238	235667781	ENSG00000162885
C1orf147	1	206664449	206671061	ENSG00000162888
MAPKAPK2	1	206858289	206907628	ENSG00000162889
IL24	1	207070788	207077484	ENSG00000162892
FAIM3	1	207077731	207096592	ENSG00000162894
PIGR	1	207101863	207119811	ENSG00000162896
CAPN2	1	223889295	223963720	ENSG00000162909
MRPL55	1	228294380	228297013	ENSG00000162910
C1orf145	1	228391207	228401365	ENSG00000162913
WDR26	1	224572845	224624735	ENSG00000162923
REL	2	61108656	61158745	ENSG00000162924
PUS10	2	61167357	61245394	ENSG00000162927
PEX13	2	61244360	61279125	ENSG00000162928
KIAA1841	2	61293006	61391960	ENSG00000162929
TRIM17	1	228595641	228604562	ENSG00000162931
RFTN2	2	198432948	198540769	ENSG00000162944
DISC1	1	231762561	232177018	ENSG00000162946
CAPN13	2	30945637	31043408	ENSG00000162949
MEMO1	2	32090129	32236299	ENSG00000162959
DPY30	2	32092878	32264881	ENSG00000162961
TYW5	2	200794698	200820459	ENSG00000162971
C2orf47	2	200820040	200873263	ENSG00000162972
PQLC3	2	11295324	11319000	ENSG00000162976
ARL5A	2	152645498	152685006	ENSG00000162980
CLHC1	2	55401927	55459699	ENSG00000162994
PRORSD1P	2	55509455	55511658	ENSG00000162997
FRZB	2	183698002	183731890	ENSG00000162998
DUSP19	2	183943287	183964733	ENSG00000162999
CCDC104	2	55746740	55773015	ENSG00000163001
NUP35	2	183982241	184026408	ENSG00000163002
CCDC138	2	109403213	109501933	ENSG00000163006
C2orf48	2	10281509	10351851	ENSG00000163009
FBXO41	2	73481810	73511559	ENSG00000163013
ALMS1P	2	73872046	73912703	ENSG00000163016
ACTG2	2	74119441	74146992	ENSG00000163017
C2orf44	2	24252210	24272445	ENSG00000163026
SMC6	2	17845079	17981509	ENSG00000163029
VSNL1	2	17720393	17838285	ENSG00000163032
CCDC74A	2	132285248	132291239	ENSG00000163040
H3F3A	1	226249552	226259702	ENSG00000163041
ANKRD30BL	2	132905164	133015542	ENSG00000163046
ADCK3	1	227085237	227175246	ENSG00000163050
SLC16A14	2	230899698	230933715	ENSG00000163053
TEKT4	2	95537178	95542574	ENSG00000163060
ZNF2	2	95831177	95850065	ENSG00000163067
NOSTRIN	2	169643049	169722024	ENSG00000163072
SGPP2	2	223289236	223425667	ENSG00000163082
INHBB	2	121103719	121109384	ENSG00000163083
XIRP2	2	167744997	168116263	ENSG00000163092
BBS5	2	170335688	170382432	ENSG00000163093
OTUD7B	1	149909705	149982625	ENSG00000163113
NEURL3	2	97163383	97173846	ENSG00000163121
RPRD2	1	150335567	150449042	ENSG00000163125
ANKRD23	2	97490263	97523671	ENSG00000163126
CTSS	1	150702672	150738433	ENSG00000163131
BNIPL	1	151009046	151020076	ENSG00000163141
TNFAIP8L2	1	151129105	151132225	ENSG00000163154
LYSMD1	1	151132224	151138424	ENSG00000163155
SCNM1	1	151129140	151142773	ENSG00000163156
TMOD4	1	151142462	151148760	ENSG00000163157
VPS72	1	151142463	151167797	ENSG00000163159
ERCC3	2	128014866	128051752	ENSG00000163161
RNF149	2	101887681	101925163	ENSG00000163162
IWS1	2	128193783	128284462	ENSG00000163166
BOLA3	2	74362525	74375121	ENSG00000163170
CDC42EP3	2	37869032	37965611	ENSG00000163171
S100A11	1	152004982	152020383	ENSG00000163191
IVL	1	152881021	152884362	ENSG00000163207
SPRR3	1	152974223	152976332	ENSG00000163209
DHX57	2	39024871	39103075	ENSG00000163214
SPRR2D	1	153012201	153014407	ENSG00000163216
PGLYRP4	1	153302596	153321316	ENSG00000163218
ARHGAP25	2	68906733	69053965	ENSG00000163219
S100A9	1	153330330	153333503	ENSG00000163220
S100A12	1	153346184	153348125	ENSG00000163221
TGFA	2	70674412	70781325	ENSG00000163235
TDRD10	1	154474695	154520623	ENSG00000163239
CCNYL1	2	208576264	208626563	ENSG00000163249
FZD5	2	208627310	208634287	ENSG00000163251
C1orf189	1	154171848	154178809	ENSG00000163263
CGGBP1	3	88101094	88199035	ENSG00000163320
GPR155	2	175296966	175351822	ENSG00000163328
PMVK	1	154897210	154909467	ENSG00000163344
PBXIP1	1	154916552	154928599	ENSG00000163346
PYGO2	1	154929502	154936329	ENSG00000163348
HIPK1	1	114471814	114520426	ENSG00000163349
DCST2	1	154990996	155006257	ENSG00000163354
DCST1	1	155006300	155023406	ENSG00000163357
COL6A3	2	238232646	238323018	ENSG00000163359
C1orf106	1	200860176	200884863	ENSG00000163362
YY1AP1	1	155629237	155658791	ENSG00000163374
KBTBD8	3	67048727	67061634	ENSG00000163376
EOGT	3	69024365	69063112	ENSG00000163378
LMOD3	3	69156023	69172183	ENSG00000163380
APOA1BP	1	156561554	156564091	ENSG00000163382
NBPF10	1	145289772	145370303	ENSG00000163386
SLC22A15	1	116519119	116612675	ENSG00000163393
ATP1A1	1	116915290	116952883	ENSG00000163399
EIF4E3	3	71724567	71803924	ENSG00000163412
PROK2	3	71820807	71834357	ENSG00000163421
LMOD1	1	201865580	201915715	ENSG00000163431
ELF3	1	201977073	201986316	ENSG00000163435
TMEM183A	1	202976514	202993976	ENSG00000163444
TMEM169	2	216946589	216967506	ENSG00000163449
TRIM46	1	155145873	155157447	ENSG00000163462
KRTCAP2	1	155141884	155145951	ENSG00000163463
CXCR1	2	219027568	219031718	ENSG00000163464
ARPC2	2	219081817	219119079	ENSG00000163466
TSACC	1	156307105	156316786	ENSG00000163467
CCT3	1	156278759	156337664	ENSG00000163468
TMEM79	1	156252726	156262976	ENSG00000163472
SSR2	1	155978839	155990750	ENSG00000163479
RNF25	2	219528587	219537134	ENSG00000163481
STK36	2	219536749	219567439	ENSG00000163482
ADORA1	1	203059782	203136533	ENSG00000163485
SRGAP2	1	206516200	206637783	ENSG00000163486
NEK10	3	27151576	27410951	ENSG00000163491
CCDC141	2	179694484	179914813	ENSG00000163492
IHH	2	219919142	219925189	ENSG00000163501
KIAA1524	3	108268716	108308491	ENSG00000163507
EOMES	3	27757440	27764206	ENSG00000163508
CWC22	2	180809603	180871840	ENSG00000163510
AZI2	3	28356494	28390618	ENSG00000163512
TGFBR2	3	30647994	30735634	ENSG00000163513
ANKZF1	2	220094479	220101391	ENSG00000163516
HDAC11	3	13521224	13547916	ENSG00000163517
TRAT1	3	108541545	108573852	ENSG00000163519
FBLN2	3	13573824	13679922	ENSG00000163520
GLB1L	2	220101328	220110200	ENSG00000163521
STT3B	3	31574130	31679112	ENSG00000163527
CHCHD4	3	14153580	14166370	ENSG00000163528
NFASC	1	204797779	204991950	ENSG00000163531
FCRL1	1	157764193	157789895	ENSG00000163534
SGOL2	2	201374731	201448505	ENSG00000163535
CLASP2	3	33537737	33759848	ENSG00000163539
SUCLG1	2	84650647	84687169	ENSG00000163541
NUAK2	1	205271187	205290883	ENSG00000163545
SPTA1	1	158580496	158656488	ENSG00000163554
MNDA	1	158801107	158819296	ENSG00000163563
PYHIN1	1	158900586	158946844	ENSG00000163564
IFI16	1	158969758	159024945	ENSG00000163565
AIM2	1	159032274	159116886	ENSG00000163568
EFHB	3	19920964	19988517	ENSG00000163576
FABP1	2	88422510	88427635	ENSG00000163586
ICA1L	2	203640690	203736708	ENSG00000163596
CTLA4	2	204732509	204738683	ENSG00000163599
ICOS	2	204801471	204826300	ENSG00000163600
RYBP	3	72420976	72496069	ENSG00000163602
PPP4R2	3	73045936	73118350	ENSG00000163605
CD200R1	3	112640056	112693969	ENSG00000163606
GTPBP8	3	112709765	112733907	ENSG00000163607
C3orf17	3	112721287	112738708	ENSG00000163608
THOC7	3	63819546	63849579	ENSG00000163634
ATXN7	3	63850233	63989138	ENSG00000163635
PSMD6	3	63996225	64009658	ENSG00000163636
PRICKLE2	3	64079543	64431152	ENSG00000163637
HESX1	3	57231944	57260549	ENSG00000163666
SLMAP	3	57741177	57914895	ENSG00000163681
RPP14	3	58291974	58310422	ENSG00000163684
ABHD6	3	58223233	58281420	ENSG00000163686
DNASE1L3	3	58177984	58200424	ENSG00000163687
IL17RE	3	9944296	9958086	ENSG00000163701
IL17RC	3	9958758	9975314	ENSG00000163702
CRELD1	3	9975506	9987097	ENSG00000163703
PRRT3	3	9987226	9994078	ENSG00000163704
MTMR14	3	9691117	9744077	ENSG00000163719
SNRK	3	43328004	43466256	ENSG00000163788
UCN	2	27530268	27531313	ENSG00000163794
ZNF513	2	27600098	27603657	ENSG00000163795
SLC4A1AP	2	27886338	27917840	ENSG00000163798
PLB1	2	28680012	28866654	ENSG00000163803
SPDYA	2	29005383	29073477	ENSG00000163806
KIAA1143	3	44779153	44803154	ENSG00000163807
KIF15	3	44803209	44914868	ENSG00000163808
TGM4	3	44916100	44956482	ENSG00000163810
WDR43	2	29117509	29171088	ENSG00000163811
ZDHHC3	3	44956749	45017677	ENSG00000163812
CDCP1	3	45123770	45187914	ENSG00000163814
CLEC3B	3	45043040	45077563	ENSG00000163815
SLC6A20	3	45796942	45838027	ENSG00000163817
LZTFL1	3	45864808	45957534	ENSG00000163818
FYCO1	3	45959396	46037316	ENSG00000163820
CCR1	3	46243200	46249887	ENSG00000163823
LRRC2	3	46556913	46621589	ENSG00000163827
ELP6	3	47537130	47555251	ENSG00000163832
SMIM12	1	35178338	35325417	ENSG00000163866
ZMYM6	1	35449523	35497569	ENSG00000163867
GRIK3	1	37261128	37499730	ENSG00000163873
ZC3H12A	1	37940153	37949980	ENSG00000163874
MEAF6	1	37958176	37980375	ENSG00000163875
SNIP1	1	38000050	38019903	ENSG00000163877
DNALI1	1	38022520	38032458	ENSG00000163879
HEYL	1	40089825	40105617	ENSG00000163909
BAP1	3	52435029	52444366	ENSG00000163930
TKT	3	53258723	53290068	ENSG00000163931
PRKCD	3	53190025	53226733	ENSG00000163932
RFT1	3	53122499	53164478	ENSG00000163933
SFMBT1	3	52937588	53080766	ENSG00000163935
GNL3	3	52715172	52728508	ENSG00000163938
PBRM1	3	52579368	52719933	ENSG00000163939
FAM208A	3	56654161	56717265	ENSG00000163946
ARHGEF3	3	56761446	57113357	ENSG00000163947
EXO5	1	40974413	40982228	ENSG00000164002
C1orf50	1	43232940	43263968	ENSG00000164008
ERMAP	1	43282795	43310660	ENSG00000164010
ZNF691	1	43312280	43318148	ENSG00000164011
CDC25A	3	48198636	48229892	ENSG00000164045
CAMP	3	48264837	48266981	ENSG00000164047
ZNF589	3	48282590	48340743	ENSG00000164048
PLXNB1	3	48445261	48471594	ENSG00000164050
CCDC51	3	48473574	48481866	ENSG00000164051
ATRIP	3	48488114	48507115	ENSG00000164053
SHISA5	3	48509197	48542259	ENSG00000164054
BSN	3	49591922	49708978	ENSG00000164061
APEH	3	49711435	49721396	ENSG00000164062
RNF123	3	49726932	49758962	ENSG00000164068
MON1A	3	49946302	49967606	ENSG00000164077
MST1R	3	49924435	49941299	ENSG00000164078
RAD54L2	3	51575160	51702683	ENSG00000164080
TEX264	3	51696709	51738339	ENSG00000164081
GRM2	3	51741086	51752629	ENSG00000164082
DUSP7	3	52082935	52090566	ENSG00000164086
POC1A	3	52109269	52188706	ENSG00000164087
PPM1M	3	52279841	52284613	ENSG00000164088
WDR82	3	52288437	52322036	ENSG00000164091
TRANK1	3	36868311	36986548	ENSG00000168016
TTC21A	3	39149152	39180394	ENSG00000168026
RPSA	3	39448180	39454033	ENSG00000168028
CTNNB1	3	41236328	41301587	ENSG00000168036
ULK4	3	41288090	42003922	ENSG00000168038
RAB4A	1	229406822	229441641	ENSG00000168118
SETD5	3	9439299	9520924	ENSG00000168137
RNF187	1	228674762	228683467	ENSG00000168159
GLYCTK	3	52321105	52329272	ENSG00000168237
IRF2BP2	1	234740015	234745271	ENSG00000168264
NT5DC2	3	52558386	52569070	ENSG00000168268
SMIM4	3	52568029	52613253	ENSG00000168273
COA6	1	234509202	234519795	ENSG00000168275
KIF5C	2	149632819	149883273	ENSG00000168280
MMADHC	2	150426148	150444330	ENSG00000168288
PDHB	3	58413357	58419584	ENSG00000168291
PXK	3	58318607	58411748	ENSG00000168297
KCTD6	3	58477841	58488087	ENSG00000168301
ACOX2	3	58490863	58523046	ENSG00000168306
FAM107A	3	58549844	58613337	ENSG00000168309
MOBP	3	39508689	39570970	ENSG00000168314
CX3CR1	3	39304985	39323226	ENSG00000168329
XIRP1	3	39224701	39234087	ENSG00000168334
SCN11A	3	38887260	38992052	ENSG00000168356
ARF4	3	57557090	57583947	ENSG00000168374
SEPT2	2	242254515	242293442	ENSG00000168385
FILIP1L	3	99548985	99833357	ENSG00000168386
MFSD2A	1	40420802	40435638	ENSG00000168389
DTYMK	2	242615157	242626406	ENSG00000168393
ING5	2	242641450	242668893	ENSG00000168395
ATG4B	2	242576628	242613272	ENSG00000168397
KLHL30	2	239047363	239061588	ENSG00000168427
SDPR	2	192699028	192711981	ENSG00000168497
HFE2	1	145413095	145417545	ENSG00000168509
SERINC2	1	31882412	31907525	ENSG00000168528
MYL1	2	211154874	211179914	ENSG00000168530
COL3A1	2	189839046	189877472	ENSG00000168542
NBPF9	1	144811744	144830413	ENSG00000168614
NDUFS5	1	39491990	39500308	ENSG00000168653
SLC16A4	1	110905470	110933704	ENSG00000168679
AHCYL1	1	110527308	110566357	ENSG00000168710
FAM178B	2	97541620	97684175	ENSG00000168754
SEMA4C	2	97525453	97536494	ENSG00000168758
CNNM3	2	97481982	97499648	ENSG00000168763
GSTM4	1	110198703	110208118	ENSG00000168765
ATOH8	2	85978467	86015189	ENSG00000168874
SFTPB	2	85884437	85895864	ENSG00000168878
USP39	2	85829979	85876403	ENSG00000168883
C2orf68	2	85833777	85839189	ENSG00000168887
TMEM150A	2	85825671	85830319	ENSG00000168890
RNF181	2	85822848	85824736	ENSG00000168894
VAMP5	2	85811531	85820535	ENSG00000168899
MAT2A	2	85766288	85772403	ENSG00000168906
INPP5D	2	233924677	234116549	ENSG00000168918
TM4SF20	2	228226872	228246711	ENSG00000168955
MFF	2	228189867	228222550	ENSG00000168958
E2F6	2	11584501	11606297	ENSG00000169016
COL4A3	2	228029281	228179508	ENSG00000169031
IRS1	2	227596033	227664475	ENSG00000169047
PCSK9	1	55505221	55530525	ENSG00000169174
GCSAML	1	247670360	247740992	ENSG00000169224
THBS3	1	155165379	155178842	ENSG00000169231
SLC50A1	1	155107820	155111329	ENSG00000169241
EFNA1	1	155099936	155107333	ENSG00000169242
SHE	1	154442248	154474589	ENSG00000169291
ARL13B	3	93698983	93774512	ENSG00000169379
PTAFR	1	28473677	28520447	ENSG00000169403
NPR1	1	153651113	153666468	ENSG00000169418
SCN9A	2	167051695	167232503	ENSG00000169432
CD52	1	26644448	26647014	ENSG00000169442
SPRR1B	1	153003678	153005376	ENSG00000169469
SPRR1A	1	152956557	152958289	ENSG00000169474
CLIC4	1	25071848	25170815	ENSG00000169504
SLC38A11	2	165752696	165812035	ENSG00000169507
CRCT1	1	152486978	152488486	ENSG00000169509
ZEB2	2	145141648	145282147	ENSG00000169554
PCBP1	2	70314585	70316332	ENSG00000169564
DFFB	1	3773845	3801993	ENSG00000169598
NFU1	2	69622882	69664760	ENSG00000169599
ANTXR1	2	69240310	69476459	ENSG00000169604
GKN1	2	69201705	69208106	ENSG00000169605
CKAP2L	2	113493930	113522254	ENSG00000169607
APLF	2	68694693	68858004	ENSG00000169621
RGPD8	2	113127669	113192065	ENSG00000169629
LUZP1	1	23410516	23504301	ENSG00000169641
BUB1	2	111395275	111435691	ENSG00000169679
LIMS1	2	109150857	109303702	ENSG00000169756
UGP2	2	64068074	64118696	ENSG00000169764
BTD	3	15642848	15687329	ENSG00000169814
ROBO1	3	78646390	79816965	ENSG00000169855
CALML6	1	1846266	1848735	ENSG00000169885
TOR1AIP2	1	179809102	179846938	ENSG00000169905
OTUD3	1	20209006	20239438	ENSG00000169914
TAS1R3	1	1266694	1270686	ENSG00000169962
TMEM42	3	44903361	44907162	ENSG00000169964
MAP3K2	2	128056306	128146041	ENSG00000169967
PUSL1	1	1243947	1247057	ENSG00000169972
ZNF35	3	44690219	44702283	ENSG00000169981
IFFO2	1	19230775	19283180	ENSG00000169991
MYO7B	2	128293378	128395304	ENSG00000169994
MYRIP	3	39850405	40301812	ENSG00000170011
ALCAM	3	105085753	105295744	ENSG00000170017
UBE2E3	2	181831975	181941312	ENSG00000170035
GPR37L1	1	202091986	202102720	ENSG00000170075
GPR25	1	200842083	200843306	ENSG00000170128
UBE2E1	3	23847394	23932807	ENSG00000170142
HNRNPA3	2	178077291	178088686	ENSG00000170144
PDCD6IP	3	33839844	33911194	ENSG00000170248
FAM161A	2	62051989	62081278	ENSG00000170264
GLB1	3	33038100	33138722	ENSG00000170266
CRTAP	3	33155471	33189265	ENSG00000170275
CMTM8	3	32280171	32411817	ENSG00000170293
B3GNT2	2	62423248	62451866	ENSG00000170340
SETMAR	3	4344988	4359251	ENSG00000170364
LRRN2	1	204586298	204654861	ENSG00000170382
SLC30A1	1	211744910	211752084	ENSG00000170385
ZNF804A	2	185463093	185804219	ENSG00000170396
TMEM182	2	103353367	103460352	ENSG00000170417
NPAS2	2	101436614	101613291	ENSG00000170485
LONRF2	2	100889753	100939195	ENSG00000170500
ACYP2	2	54197975	54532437	ENSG00000170634
FOXN2	2	48541776	48606433	ENSG00000170802
GPR27	3	71803201	71805647	ENSG00000170837
MINA	3	97660662	97691301	ENSG00000170854
LSM3	3	14219858	14242619	ENSG00000170860
TMEM43	3	14166440	14185179	ENSG00000170876
S1PR1	1	101702444	101707074	ENSG00000170989
FEZ2	2	36778570	36873230	ENSG00000171055
ALK	2	29415640	30144432	ENSG00000171094
TRMT61B	2	29072687	29093167	ENSG00000171103
PRKCE	2	45878484	46415129	ENSG00000171132
JAGN1	3	9932238	9936033	ENSG00000171135
TADA3	3	9821544	9834695	ENSG00000171148
SOCS5	2	46926091	46990268	ENSG00000171150
